clust_no,mpi,mpi_SE,mpi_lo95CI,mpi_up95CI,tot_samp_ppl,pct_samp_ppl_mis
292,0.57671964,0.06255897,0.43732956,0.7161097,66,4.545456171035767
293,0.37476462,0.050571285,0.26457924,0.48494998,61,3.2786905765533447
294,0.39358374,0.08388317,0.21236518,0.57480234,71,0.0
295,0.6742113,0.03265586,0.6036626,0.74476004,81,0.0
296,0.3164251,0.056923993,0.18959056,0.4432597,49,6.122446060180664
297,0.25496033,0.07755258,0.08426825,0.4256524,56,0.0
298,0.457958,0.07541161,0.2936502,0.6222658,74,0.0
299,0.6648149,0.051519863,0.5525628,0.777067,60,0.0
300,0.28349674,0.072741166,0.12634902,0.44064447,68,0.0
301,0.474359,0.07454433,0.3082639,0.6404542,52,0.0
302,0.3878788,0.08656491,0.19927007,0.57648754,55,0.0
303,0.5022676,0.069537185,0.3492173,0.6553179,49,0.0
304,0.1101695,0.0681658,-0.04171337,0.26205236,59,0.0
305,0.31239936,0.06679986,0.16808705,0.45671168,69,0.0
306,0.26300985,0.06319456,0.12648632,0.3995334,79,0.0
307,0.3130342,0.09141459,0.10624003,0.5198284,52,0.0
308,0.3308458,0.091876715,0.13066362,0.531028,67,0.0
309,0.0,,,,84,9.52380895614624
310,0.23333333,0.051039133,0.11961106,0.3470556,61,26.229506731033325
311,0.0,,,,47,0.0
312,0.7676769,0.023414757,0.71614134,0.81921244,66,0.0
313,0.31275722,0.08810866,0.122410044,0.5031044,54,0.0
314,0.041894354,0.03043203,-0.02385005,0.10763876,61,0.0
315,0.5169492,0.079472154,0.34526005,0.6886383,59,0.0
316,0.17714886,0.09845636,-0.045574907,0.39987263,57,7.01754093170166
317,0.19601677,0.08723829,0.0016377476,0.39039582,62,14.516127109527588
318,0.18388107,0.065408364,0.04136848,0.32639366,71,0.0
319,0.27559915,0.093292706,0.07405252,0.4771458,51,0.0
320,0.18656717,0.0602236,0.055351213,0.31778312,70,4.285717010498047
321,0.2525926,0.06577366,0.11049726,0.39468795,75,0.0
322,0.23188408,0.07933946,0.057259105,0.40650904,69,0.0
323,0.0,,,,49,0.0
324,0.3506173,0.09724102,0.1263791,0.5748555,53,15.094339847564697
325,0.12280702,0.062192827,-0.014078473,0.25969252,57,0.0
326,0.4673203,0.074601345,0.30477792,0.62986267,68,0.0
327,0.06708596,0.0372901,-0.014989005,0.14916092,57,7.01754093170166
328,0.6131688,0.056004338,0.49114582,0.73519176,81,0.0
329,0.05084746,0.03617161,-0.029747913,0.13144283,65,9.23076868057251
330,0.0,,,,54,9.259259700775146
331,0.29656863,0.08291279,0.11744645,0.47569084,68,0.0
332,0.5816499,0.06961808,0.4299651,0.73333466,66,0.0
333,0.033607684,0.033924013,-0.041058563,0.10827393,81,0.0
334,0.18545753,0.08689017,-0.0022572628,0.3731723,68,0.0
335,0.35975614,0.07653183,0.19441916,0.5250931,82,0.0
336,0.0,,,,64,10.9375
337,0.04491726,0.033383116,-0.029464956,0.11929947,52,9.61538553237915
338,0.3879473,0.05832048,0.26195353,0.51394105,59,0.0
339,0.4981168,0.07247999,0.3366213,0.6596123,59,0.0
340,0.19555555,0.07401517,0.032649275,0.35846186,50,0.0
341,0.2446103,0.076262146,0.07985594,0.40936464,67,0.0
342,0.62249005,0.047344748,0.5193347,0.72564536,83,0.0
343,0.06441224,0.063786104,-0.07988196,0.20870644,73,5.47945499420166
344,0.35010484,0.068337254,0.19969556,0.5005141,53,0.0
345,0.28104576,0.07148513,0.12661152,0.43548,68,0.0
346,0.08838384,0.043326143,-0.0052166013,0.18198428,66,0.0
347,0.33035716,0.058403865,0.20181112,0.4589032,67,16.417908668518066
348,0.36111113,0.07304232,0.18839347,0.5338288,46,0.0
349,0.5352113,0.047660857,0.43224627,0.6381763,71,0.0
350,0.280754,0.08495742,0.09564767,0.4658603,56,0.0
351,0.5305011,0.06010617,0.39657626,0.664426,57,10.526317358016968
352,0.80722904,0.023199331,0.75710994,0.85734814,83,0.0
353,0.3281893,0.064962454,0.18784647,0.46853215,54,0.0
354,0.38751718,0.085502476,0.20280032,0.57223403,81,0.0
355,0.19125684,0.07070614,0.038505513,0.34400818,61,0.0
356,0.5782829,0.10267607,0.34950635,0.8070594,48,8.33333134651184
357,0.47030655,0.08127874,0.2947145,0.6458986,58,0.0
358,0.34531593,0.11399848,0.09693458,0.5936973,51,0.0
359,0.3931624,0.06371279,0.25434417,0.53198063,78,0.0
360,0.0,,,,53,0.0
361,0.0,,,,71,7.042253017425537
362,0.4203704,0.075315386,0.25627226,0.58446854,60,0.0
363,0.21093751,0.09141815,0.009727532,0.4121475,64,0.0
364,0.28506377,0.0914128,0.085892394,0.48423517,61,0.0
365,0.5231482,0.098217316,0.3043064,0.74199003,72,0.0
366,0.22962964,0.06912957,0.080284275,0.378975,60,0.0
367,0.5367232,0.07512088,0.37304887,0.70039755,63,6.34920597076416
368,0.20679013,0.07350403,0.045008853,0.3685714,64,15.625
369,0.034313727,0.026306177,-0.022517314,0.09114477,68,0.0
370,0.12686567,0.05662569,0.004533311,0.24919803,67,0.0
371,0.19493178,0.06413822,0.0551866,0.33467695,63,9.52380895614624
372,0.17836258,0.061143786,0.04514171,0.31158343,63,9.52380895614624
373,0.73423433,0.037656434,0.6528826,0.81558615,74,0.0
374,0.053846154,0.05233379,-0.060179383,0.16787168,65,0.0
375,0.15762274,0.08935012,-0.048419006,0.36366448,43,0.0
376,0.57375485,0.06120086,0.43905264,0.708457,58,0.0
377,0.562588,0.06376933,0.4236465,0.7015294,79,0.0
378,0.4166667,0.044454567,0.32062843,0.5127049,94,0.0
379,0.0,,,,62,0.0
380,0.21502058,0.07240666,0.05368849,0.37635267,65,16.923075914382935
381,0.8128656,0.034408983,0.73713195,0.8885993,79,3.7974655628204346
382,0.458529,0.06086013,0.32592615,0.5911318,71,0.0
383,0.21560848,0.072590314,0.055838265,0.37537867,42,0.0
384,0.1777778,0.07294976,0.017216451,0.33833912,76,14.473682641983032
385,0.42320263,0.06909478,0.2692499,0.5771554,68,0.0
386,0.0,,,,75,22.66666889190674
387,0.28927207,0.13470374,-0.0108665675,0.5894107,58,0.0
388,0.15920399,0.06548252,0.0132998405,0.30510813,76,11.842107772827148
389,0.07526883,0.074836805,-0.094023794,0.24456145,68,8.823531866073608
390,0.32003132,0.09820801,0.10121024,0.5388524,74,4.054051637649536
391,0.3342294,0.085165784,0.14866911,0.5197897,67,7.46268630027771
392,0.47551793,0.062208496,0.34112462,0.6099112,59,0.0
393,0.100628935,0.057618607,-0.026188765,0.22744663,56,5.357140302658081
394,0.023391813,0.02377259,-0.028931303,0.07571493,57,0.0
395,0.36944446,0.08765314,0.17846468,0.56042427,60,0.0
396,0.33607683,0.073666714,0.17557086,0.4965828,87,6.896549463272095
397,0.31781048,0.0649623,0.17746796,0.45815298,68,0.0
398,0.43291408,0.06866223,0.2817895,0.5840386,53,0.0
399,0.08415033,0.05431427,-0.03318852,0.20148918,68,0.0
400,0.37731484,0.08083022,0.20120093,0.55342877,75,4.000002145767212
401,0.29559752,0.098604284,0.07253912,0.5186559,57,7.01754093170166
402,0.026143791,0.026382565,-0.03192384,0.084211424,51,0.0
403,0.53317904,0.103181235,0.31026956,0.75608855,72,0.0
404,0.28125,0.07531929,0.115473375,0.44702664,69,7.24637508392334
405,0.4241453,0.064332105,0.28080446,0.56748617,56,7.142859697341919
406,0.025925927,0.02669329,-0.03282561,0.084677465,75,0.0
407,0.296875,0.061352145,0.16433175,0.42941827,64,0.0
408,0.5379747,0.04145019,0.44842702,0.6275224,79,0.0
409,0.2922375,0.11375451,0.041865494,0.54260945,73,0.0
410,0.086419754,0.046745516,-0.014567795,0.1874073,63,0.0
411,0.314059,0.11961995,0.05342951,0.5746885,49,0.0
412,0.35555556,0.06706879,0.21066225,0.5004489,70,0.0
413,0.17295597,0.06662744,0.027787248,0.3181247,53,0.0
414,0.30076632,0.12611373,0.019767424,0.58176523,61,4.918032884597778
415,0.6167609,0.0339247,0.54117197,0.69234985,64,7.8125
416,0.121212125,0.061939325,-0.013742068,0.2561663,55,0.0
417,0.468254,0.085401244,0.28028715,0.65622085,70,0.0
418,0.0829421,0.05195353,-0.029296681,0.19518088,71,0.0
419,0.20019157,0.07354998,0.036312006,0.36407113,65,10.769230127334595
420,0.43827164,0.07178016,0.28187612,0.5946672,63,0.0
421,0.19307832,0.0743721,0.032407187,0.35374948,61,0.0
422,0.24873738,0.07763953,0.07574574,0.42172903,44,0.0
423,0.30170944,0.11697633,0.04424627,0.5591726,65,0.0
424,0.06006006,0.04437445,-0.03662356,0.15674368,78,5.128204822540283
425,0.3965278,0.0671814,0.2501521,0.5429035,86,6.976741552352905
426,0.06767677,0.047295798,-0.037704833,0.17305838,62,11.290323734283447
427,0.52816904,0.04251781,0.4355307,0.6208074,71,0.0
